1st accuracy,2ns accuracy,3rd accuracy,4th accuracy,5th accuracy,6th accuracy,7th accuracy,8th accuracy,9th accuracy,10th accuracy,Average accuracy,1st time,2ns time,3rd time,4th time,5th time,6th time,7th time,8th time,9th time,10th time,Average time
2.5487936,1.011815,1.8070697,1.9422922,0.625072,2.2908573,2.9029863,3.451942,2.151172,3.6092181,2.4575343,2075,3120,4080,5367,6808,8136,9297,10874,12025,13073,8234.05
3.679358,3.5135,4.7754207,1.0004181,1.218563,3.2859662,1.4153492,6.4056797,2.0701497,4.526645,3.1891053,2026,3191,4064,4936,5768,6783,7752,8720,9728,11016,6398.4
0.4155707,1.5683788,2.2574468,1.8998485,0.78460205,4.172462,4.051491,3.5055645,6.6988,2.469659,2.7823825,1837,2805,3748,4693,5809,6709,7621,8932,9892,10886,6293.2
2.0677402,3.7584736,2.5834906,4.8479924,4.7247477,5.5840263,3.89893,4.465487,0.79725635,5.052391,3.7780533,2066,3097,4154,5097,6275,7475,8737,9817,11009,12175,6990.2
3.2276857,4.7135525,3.0767446,1.4512606,1.1370723,3.1736403,4.1570845,2.4567418,1.9733608,1.3265852,2.669373,2010,3202,4408,5834,6851,8103,9281,10234,11170,12361,7345.4
4.5814185,0.8508126,2.196442,0.5692256,2.555245,2.119526,3.246465,3.1245356,2.7292702,1.2609243,2.5557256,1971,3288,4705,5746,6826,8010,8953,10163,11010,11953,7988.75
4.5020204,1.5243835,1.4100537,2.71898,2.4415069,3.7334816,1.128025,2.211801,2.324702,2.9670591,2.4962013,2210,3305,4571,5570,6377,7539,8761,9897,11057,11873,7116.0
0.6211551,2.0851555,3.4986331,0.82577974,2.805508,4.0877223,2.5458548,2.3326905,3.1172965,1.8611326,2.378093,2312,3445,4823,6184,7224,8416,9495,10487,11968,13008,7736.2
7.234328,2.043271,2.4800756,1.9022485,3.0227423,1.6638303,2.5043986,3.7006145,3.3513553,2.4762907,3.0379155,2019,2868,3779,4875,5891,6563,7803,9059,10075,10949,6388.1
2.828709,1.4698346,1.5612974,1.4669797,3.0274916,2.8561177,5.3572965,1.5271232,4.693862,1.9690027,2.9433484,2042,3247,4273,5303,6723,7986,9097,10065,11371,12745,8013.72
3.5195272,3.3574595,1.1438375,4.169176,3.7118025,1.798517,2.6863983,3.4879763,2.0381172,4.289642,3.020245,1995,3030,4209,5074,5839,6737,7753,8690,9681,10649,6365.7
4.107679,2.9888918,2.5277064,2.2584124,0.811626,1.5426595,5.5145006,1.0999954,1.5531981,1.8012232,2.4205892,1876,3068,4124,5292,6324,7220,8131,8989,9900,10788,7228.3203
2.724255,1.2004485,2.5329132,4.616,2.2564197,1.4636805,1.9698933,1.7846488,2.725604,2.482981,2.6132529,1855,3016,4358,5264,6399,7510,8616,9535,10703,11638,7578.34
4.4587064,1.4344814,1.0022213,0.96671754,4.5761447,1.1572593,2.8770046,3.9423907,3.553768,2.1235592,2.6092253,1912,3045,4166,4959,5774,6855,7760,9134,10391,11257,6525.3
1.8229971,5.725654,3.5402358,4.763763,1.9082525,2.5167596,2.231473,4.7700663,2.508925,2.3034058,3.209153,1643,2625,3775,4752,5641,6799,7679,8511,9812,11216,6245.3
2.5177894,4.782334,4.002746,3.1246362,5.0256834,2.7959154,3.510038,3.8581252,3.9662228,1.0626704,3.4646163,1834,2873,3881,4890,5994,7641,8721,9857,10971,12090,6875.2
2.805434,2.55242,4.9109855,1.8511496,1.5194956,1.7437394,3.4410925,0.20820855,3.957679,0.7017099,2.3691914,1950,2950,4214,5094,6102,7205,8205,9086,10110,11119,6603.5
2.6513941,2.6039915,4.019052,1.4118309,3.0380058,2.6015823,0.65806466,3.7700846,3.5858202,3.746281,2.8086104,2242,3291,4371,5371,6162,7171,8145,8978,10058,10979,6676.8
4.7716737,3.6826177,1.4101548,1.3070952,3.036035,4.706853,2.5366285,1.9862219,3.4049294,1.6382871,2.8480496,2176,3087,4214,5151,5967,6975,8142,9023,9830,10959,6552.4
3.4069777,1.1799943,5.994166,1.3659037,4.257247,2.2691453,4.0230703,3.6858637,3.228338,5.442994,3.4853702,2096,3175,4092,4991,5934,6902,7911,9015,9846,11112,6507.4
4.3983,3.4071999,1.980982,3.180687,3.3849225,1.4718823,0.56906235,0.17731734,1.6693261,3.0723178,2.3311996,2102,3446,4294,5085,6333,7445,8630,9790,10759,11573,6945.7
3.0586007,1.6654334,3.9231768,0.72641075,3.8707902,2.9817433,2.5551357,2.0243998,1.648272,2.53445,2.4988413,2148,3316,4403,5020,5940,7155,8051,8988,9917,11061,6599.9
2.2075624,5.265752,3.6326272,3.6254444,3.127771,1.7328734,3.4878213,2.3283503,2.8247764,3.9897928,3.2222772,1822,2858,4068,5204,6323,7335,8443,9641,11132,12203,6902.9
3.5142636,1.6310692,5.1737776,2.0290022,3.4203613,2.713405,4.634263,2.8358493,3.4823964,3.1625214,3.2596908,2047,3071,4237,5096,6014,7070,8286,9454,10480,11560,6731.5
2.1793778,3.287801,0.7986477,2.941268,1.3811839,3.7463338,4.1751947,2.92029,0.91214484,3.2616107,2.5603852,2093,3428,4466,5514,6444,7418,8243,9234,10452,11396,6868.8
3.3182747,2.1356506,1.2048326,6.2972145,1.8528563,3.5397346,2.2304285,2.5132742,4.5443873,3.2149904,3.0851645,2163,3041,4193,5209,6394,7354,8513,9586,10522,11747,6872.2
2.9877155,5.309366,1.7200842,2.6261644,3.7788427,1.3062745,2.5355847,2.3746548,0.8679779,0.8963757,2.440304,1989,2988,4011,5269,6365,7437,8372,9533,10605,11421,6799.0
1.5507919,1.5964602,5.380209,4.215485,4.155266,3.1436868,4.7361975,1.7893573,1.1152809,0.634864,3.1149359,1856,2728,3581,4486,5431,6334,7302,8206,8981,10102,6490.77
0.17664903,4.348562,2.4769166,3.1928394,4.442455,3.2518525,1.0230238,2.8312914,2.6838071,4.206548,3.149734,1862,2853,3549,4717,5678,6780,7765,8605,9540,10637,6818.46
5.006481,5.9418187,3.3846154,3.003179,4.719646,2.6219606,0.33386517,5.400217,1.0322387,3.690679,3.8648171,1856,2910,3908,4717,5709,6696,7815,8902,10031,11159,7007.3296
1.3064743,4.535952,3.4468772,0.9378843,4.1484,4.670097,2.3142416,1.609698,1.14576,1.3160447,2.5431428,2067,3152,4225,5097,6182,7200,8416,9336,10536,11962,6817.3
2.1922224,3.980793,3.4120035,0.79435307,1.2751132,4.6793094,1.6670988,3.2169976,4.0489764,4.8962216,3.016309,1999,2743,3759,4966,6159,7030,7941,8896,10053,10991,6453.7
5.0861454,4.198213,2.794568,5.636057,0.36195216,1.8001196,4.6495047,2.948146,1.1092635,2.5562253,3.1140199,2045,2965,3956,4842,5740,7221,8444,9397,10302,11286,6619.8
2.593057,1.224153,2.6285114,4.1217217,2.7606657,0.5584726,6.4650726,2.158687,4.465249,5.4684443,3.2444034,1785,2687,4014,5136,6110,6958,7774,8958,10136,11168,6472.6
4.239916,0.6495619,5.570294,0.64666903,2.4708996,2.3941147,6.2130456,6.2485805,4.2431316,2.2932773,3.4969494,2364,3244,4163,5034,6115,7140,8115,9203,10261,11411,7375.5
3.4115987,1.4241037,3.5483353,2.0354557,1.4869999,1.9970242,2.3360486,2.6202815,2.1391218,2.6336744,2.5995908,2039,3261,4238,5374,6423,7197,8255,9287,10103,11030,7392.7705
5.1479025,2.4793386,2.9694512,3.3115487,3.3525312,1.8513364,2.6701028,3.1143053,9.864473,2.3617895,3.712278,2059,3050,4003,5076,6042,6882,8075,8978,9675,10762,6460.2
6.28944,3.2495732,1.6167734,1.6998377,1.8269207,3.466994,2.8341672,2.0851417,1.0560387,3.2667994,2.7391686,2325,3416,4628,5723,6645,7517,8316,9518,10692,11788,7056.8
3.2374094,3.5798807,2.8702042,3.695163,1.3733163,4.447566,1.7091714,0.9735309,1.0452998,2.8245187,2.575606,1907,2803,3867,4772,5858,6786,7803,8706,9627,10619,6274.8
3.1018257,2.8580365,3.7684886,2.5634825,1.215974,4.649252,1.8742591,5.98707,4.073293,5.0805945,3.8689504,1991,2999,3783,4671,5574,6615,7447,8294,9094,9902,6640.7
2.5227017,1.4843856,2.6694856,2.2732854,11.213732,1.8445342,2.8581104,2.0572777,5.4948177,4.0949864,3.6513314,2163,3210,4162,5249,6361,7338,8344,9192,10274,11603,6789.6
1.8865132,5.1800013,2.5189834,3.1372926,3.2466526,1.7339072,3.2169476,1.8973516,4.060692,2.6325557,2.9510896,1837,2803,3777,4778,6026,7130,8026,8907,9777,10698,6375.9
0.5575493,0.7388423,1.870586,0.94675237,1.8800946,0.63929325,3.8442135,4.2767944,2.2009685,3.6224773,2.057757,1793,2920,3720,4497,5289,6368,7232,8128,8856,9847,5865.0
1.521501,6.0102854,1.087468,4.8371263,1.137492,6.5165324,3.277987,4.7115583,1.9198701,4.1197457,3.8653522,1684,2652,3683,4516,5321,6242,7136,7890,8964,9906,6379.34
1.9851732,5.114894,3.3658407,2.2518487,1.0853544,2.4373133,1.4896512,2.4078739,5.333487,4.7247663,3.0196202,1727,2822,4006,4910,5845,6599,7574,8519,9399,10470,6187.1
3.4675364,3.1226277,3.2537894,2.6891592,2.6232665,1.9470885,2.7118838,2.429909,5.082128,2.0017405,2.9329128,1668,2872,3772,4683,5683,6571,7467,8506,9668,10971,6186.1
3.0551555,3.2623684,2.984707,3.3878882,2.709691,4.2597213,1.0114878,2.1840653,1.3444245,2.4303443,2.6629853,1562,2362,3385,4209,5337,6505,7473,8561,9513,10382,5928.9
3.7699285,1.3446647,3.4168544,1.6726624,1.4935638,1.0994625,2.892146,3.1033757,4.113515,1.7567345,2.466291,2132,3194,4491,5386,6571,7483,8283,9203,9867,10763,6737.3
4.919096,1.8249248,5.4735255,3.079536,2.1696486,2.7561417,3.3119533,1.4512838,4.49387,2.8597999,3.5573757,1888,2927,3813,4701,5949,7067,8255,9181,10117,11014,7140.3203
4.2302876,4.1985126,3.744986,3.9682374,1.980967,1.6318806,4.7426934,1.8928243,2.329002,3.7580955,3.2477486,1906,2914,4081,5136,6487,7809,8745,9856,11049,11904,6988.7
1.952454,4.678515,1.4388515,1.4216759,2.8843765,5.5849905,3.2979574,5.0681653,1.2227571,2.2426565,3.2771637,2126,3214,4156,5076,6166,7170,7961,8814,9740,10604,7152.97
4.748611,1.2991755,3.4229057,5.09282,3.4469993,3.2992225,2.2460887,2.4918768,4.5890164,2.737618,3.3374333,2331,3281,4289,5255,6200,7314,8232,9345,10313,11481,6804.1
4.240632,4.562746,1.8649744,5.869017,2.7445843,2.0616865,2.7260683,5.423116,5.113241,2.856522,3.7462585,1983,2926,4188,5365,6372,7317,8326,9262,10270,11215,6722.4
3.5108042,1.967296,1.8892583,2.5376844,2.9845848,2.5118115,1.5835052,3.6727414,2.0057192,4.3913527,2.7054756,2380,3289,4228,5162,6135,7040,8538,9411,10474,11660,6831.7
3.05531,6.018982,1.5865248,3.5527842,3.838278,2.4541373,3.9606752,2.7524745,4.093821,4.575712,3.5888703,2255,3407,4724,5735,7038,8261,9303,10575,11693,12823,7581.4
2.4531238,4.486206,2.529595,3.5621815,3.9633133,4.0525784,2.6789656,3.9626617,2.7727294,3.1137671,3.3575122,2254,3309,4453,5509,6530,7373,8538,9693,10629,11868,7015.6
4.966766,0.6400262,1.6814288,2.4166338,4.1446514,1.8621074,6.4630914,1.0934157,4.784061,2.6164343,3.3735478,1662,2645,3419,4742,5773,6597,7423,8302,9574,10429,6662.2603
2.4574604,2.7790828,3.8270104,4.003892,4.186651,0.8464975,3.0860004,4.302397,3.4583414,5.2739325,3.4221263,2200,3295,4272,4952,5745,6687,7718,8735,9751,10847,6420.2
2.4435267,3.5184884,4.1065464,0.2518104,4.4821663,4.2182474,4.1240273,4.8048296,4.512541,5.6925626,4.197022,1900,3124,4252,5179,6283,7612,8563,9844,10764,11979,7645.0
2.1242151,4.665913,3.991067,3.2518196,3.405396,4.3135185,1.3008068,3.5167036,2.3365402,5.4517393,3.779349,1864,2859,3866,4786,5658,6494,7481,8458,9411,10265,6725.62
2.79839,5.4764223,2.9681723,2.2382228,2.9104755,4.186294,3.0265083,3.0326712,5.106702,2.5668826,3.4310741,2064,2967,3879,4611,5495,6502,7728,8983,9887,10919,6303.5
2.7081306,1.4358348,1.3598237,4.819019,2.6683877,1.3406014,4.6542726,4.0596895,6.7813277,4.1817927,3.4008877,2388,3603,4531,5282,6379,7443,8683,9659,10748,12107,7082.3
1.5715996,1.1232479,2.9180398,1.3694268,5.939412,1.5735198,3.934208,1.3181328,4.729642,4.698375,2.9175606,2035,3308,4507,5602,6930,8017,8962,9827,10763,11843,7179.4
1.8704184,5.553902,0.7747518,2.2983305,3.3267622,3.7249112,1.0890552,0.8987761,4.3226976,2.1053112,2.5964918,2135,3223,4086,5000,5913,7134,8295,9479,10430,11544,6723.9
2.20066,4.455531,2.0576472,2.0922241,1.8571203,2.0033393,2.580153,1.8941543,0.22130959,7.862807,2.9947438,2361,3534,4912,5890,7305,8924,9967,11309,12261,13569,8803.5205
2.2213986,2.1990511,6.348249,2.2002764,1.1801007,3.7158594,3.718108,3.727118,3.5257564,2.7303536,3.1566272,2193,3199,4207,5106,6125,7158,8448,9350,10465,11488,6773.9
3.014517,2.1118526,6.1891136,3.2630293,1.8982807,6.586254,3.7198412,5.528544,8.092656,3.2893505,4.3693438,4165,5014,5803,6742,7662,8620,9333,10356,11283,11997,8097.5
1.2062185,2.7336006,2.0972567,1.7339008,6.7152257,3.6105158,7.043079,8.703594,4.2850895,3.5140226,4.1642504,4558,5648,6660,7789,8870,9687,10754,11695,12604,13603,9186.8
7.2394953,1.7208211,1.9236324,2.7872202,0.7378062,1.0482372,6.4928913,9.67912,1.6107465,4.4944224,3.7734394,3215,4188,4778,5650,6949,7723,8657,9735,10634,11979,7350.8
344.36172,4.2494855,5.764021,4.6931314,3.9164143,4.6330285,3.9061954,2.3191917,2.9650638,2.423373,37.92316,1961,2979,3881,4627,5494,6503,7408,8519,9497,10321,6119.0
6.470741,7.161034,7.8380623,7.13289,3.0260801,5.002466,8.573595,12.285045,3.0937889,2.3994925,6.2983193,3329,3883,4655,5560,6554,7320,8011,8645,9370,10208,6753.5
321.0296,2.7109265,3.9363978,11.185652,4.570904,2.336963,6.025441,6.236604,1.5173292,8.96402,36.851387,1692,2864,3427,4256,5205,5843,6730,7454,8414,9297,5518.2
7.119332,6.542463,4.320477,0.95945543,1.6656686,2.9152257,7.05136,3.3222344,6.6156363,4.660874,4.969,3214,3988,4847,5741,6782,7676,8434,9128,9992,10590,7743.12
2.7835789,1.0361531,2.9694562,3.6268601,7.469899,2.1087155,1.0691508,3.487918,2.9399202,4.712356,3.5424404,3047,3738,4507,5576,6172,6940,7948,8762,9506,10121,7294.87
343.03497,2.744405,3.1835856,5.4294453,4.623589,11.132915,6.1151023,3.6608374,2.9986253,3.801581,38.67251,1391,2369,3588,4185,4951,5567,6631,7404,8122,8637,5284.5
2.5955138,4.2250204,4.1092,4.574987,6.7668133,7.03543,9.991303,3.1046224,3.245764,9.254196,5.490285,2558,3170,3934,4879,5440,6040,6768,7527,8286,9251,5785.3
4.5433025,5.2352934,6.0730286,1.898124,8.832141,5.4518337,4.409022,4.7918153,7.456313,5.4809995,5.9589067,2852,3695,4321,5027,5784,6462,7280,8093,9193,10045,6902.72
2.3611908,2.634048,10.082192,5.481346,9.099097,2.3118045,1.6525908,5.3132396,5.8085446,2.2342227,4.6978273,2933,3750,4510,5182,5833,6634,7417,8203,9078,10160,6370.0
10.573366,8.05893,5.6269555,6.9716945,5.2094045,3.9020445,2.1426196,1.7756451,4.465039,1.5723926,5.0298095,2548,3282,4401,5260,6057,7018,7914,8938,9771,10607,6579.6
7.529068,1.2499832,4.7745852,4.648986,2.1475234,5.1052628,7.112913,5.511314,4.788106,3.37947,4.624721,2462,3231,3813,4546,5461,6683,7524,8440,9528,10397,6208.5
1.9814365,7.3799443,6.7458553,5.996369,10.53928,8.194335,8.55549,8.438909,5.111022,5.077461,6.8020096,2632,3866,4845,6481,7291,7928,8650,9511,10287,11339,7283.0
5.655247,3.0450888,5.4375205,6.5072875,5.1610785,9.49382,7.046899,1.519134,3.2151814,6.4064593,5.883649,3200,4139,4846,5627,6466,7300,8506,9501,10539,11255,7851.69
6.28067,3.5086935,3.4873188,4.614917,5.3471336,4.654907,7.265201,3.8530068,7.2179356,3.59564,5.4807963,2913,3661,4662,5405,6430,7198,8332,9332,10170,11168,7619.81
6.447222,3.1678722,7.0569468,2.137272,3.3552618,4.731785,7.2233787,2.250081,2.281941,3.90485,4.2556605,3500,4153,5052,6457,7596,8741,9586,10556,11710,12805,8015.6
3.0538523,4.2332244,5.2480435,8.606376,1.394604,5.6201816,2.104104,4.426643,3.6563787,5.955956,4.4299364,2239,3283,4400,5424,6439,7626,8578,10049,11369,12544,7195.1
1.0133702,5.34454,3.9454813,4.3690968,2.236187,2.6666956,10.8715105,34.94965,3.940339,3.007661,7.2344527,2302,3207,4053,4874,5993,6949,8075,8794,10071,10981,6529.9
3.7064831,4.0719175,12.620079,4.8463163,2.482374,2.9533584,9.578705,3.6201828,4.025126,3.745192,5.1649733,3636,4798,5648,6617,7873,8953,10016,11658,12754,13904,8585.7
1.1922414,1.5682423,2.6185257,3.8296099,5.9249,1.749211,2.1527112,1.4701349,3.356211,0.3173635,2.6597066,2840,3685,4621,5738,6759,7596,8566,9425,10327,11047,7766.44
1.3893452,7.404799,8.216253,4.6993184,2.7448578,4.9360113,1.7365738,7.173084,2.8787572,2.9356933,4.411469,2738,3695,4687,5971,7454,8699,9971,11021,12512,13470,8021.8
8.203088,9.608373,1.8715552,1.9903461,3.8045034,0.9121595,3.973059,2.014205,3.0694606,3.191609,4.25022,3513,4564,6016,7327,8404,9726,10651,12045,13081,14047,9831.14
2.5941732,3.5338764,3.5698097,1.0364448,4.4103775,3.490147,3.6952114,3.1894574,6.5347157,4.6108103,3.6665025,3187,4056,5278,6262,7838,9323,10674,12095,13250,14506,8646.9
3.9565668,17.55528,1.2065915,5.387188,1.1113019,4.7696333,1.6887692,4.6103687,5.386057,1.6966081,4.7368364,2572,3543,4576,5884,6857,9340,10646,11693,12507,13540,8927.38
2.5212374,5.172426,6.142413,3.723468,6.113286,3.2230804,4.907069,5.6858845,4.662483,5.9837465,4.81351,3037,4510,5292,6289,7259,8807,9766,10903,12213,12954,8103.0
0.7872425,12.082752,3.664974,6.1459265,2.2194142,6.940858,6.939037,0.88973075,2.6102574,2.7552366,4.503543,2499,3386,4579,5689,6781,7863,8947,10030,11006,12061,7284.1
6.9307203,5.833826,1.3676406,5.0179725,3.4619813,5.9062204,3.9178057,4.8386984,1.5737513,6.8113503,5.0225964,2709,3667,4435,5451,6211,7129,8347,9142,10105,11104,7513.0
3.0333223,5.5888033,1.6728343,8.719254,5.060397,2.384024,1.498964,1.4743394,11.719353,4.5670304,4.571832,2404,3589,4541,5789,6814,7672,8839,9803,10851,11971,7227.3
4.566861,3.313575,1.9937648,4.505933,3.5218694,6.639638,3.8728147,6.933811,2.6714652,3.6592925,4.584693,2224,3304,4154,5054,6083,7321,8487,9380,10499,11549,7486.05
9.686497,4.936092,3.4788954,5.0927773,5.722949,2.8743916,2.995893,2.5047786,2.4905376,12.69833,5.2481146,1962,2778,3640,4634,5461,6489,7502,8638,9546,10754,6140.4
0.60436654,4.6193933,4.780853,10.608361,11.809526,3.6678472,1.2145234,11.853775,285.10953,3.8417423,33.810993,3071,4013,4887,5829,6885,7809,8652,10143,10368,11976,7363.3
9.531094,9.121883,5.448775,5.5094857,3.4903767,2.7917354,3.9574342,6.563162,3.4976976,7.2003036,5.7111945,2235,3171,4183,5122,6221,7284,8068,8998,9858,10927,6606.7
4.790584,2.9699893,5.8390107,2.9428706,7.820565,5.361474,7.178309,13.507643,9.309142,5.945371,6.5664964,2322,3239,4356,5691,6745,7611,8533,9590,10498,11508,7009.3
2.8283815,6.616494,5.2748256,1.0710504,1.4889567,4.345188,2.2654493,4.6801744,5.9175377,3.8140864,3.8302147,2245,2803,3968,4932,6087,6915,8183,9413,10353,11254,6615.3
2.105863,10.070183,0.5119284,1.58723,8.370775,3.316016,8.652535,3.060811,1.4781665,1.7108425,4.086435,2440,3464,4381,5295,6125,7064,8063,9199,10097,11191,6731.9
282.4553,0.39033478,5.0621705,7.0900297,10.800031,4.39308,0.514206,3.1975648,2.6605115,5.738713,32.23019,1233,2678,3680,4321,4979,5931,6794,8204,9377,10202,5739.9
3.0690298,2.9265852,6.855705,7.084619,5.3276677,6.7976136,10.562552,9.66579,2.6214468,0.74572104,5.5656734,1977,2873,3654,4677,5614,6528,7356,8541,9535,10534,6128.9
0.75264245,7.9207697,7.1735044,2.7881653,2.322954,4.5539737,1.2609447,5.162002,13.681539,3.2633495,4.8879843,2296,3657,4540,5278,6400,7332,8111,8976,10159,11233,6798.2
7.227745,10.53826,6.584093,4.0027723,3.106289,4.904704,2.570083,3.2958682,5.552381,1.4721966,5.417983,2127,2828,3872,4999,5960,7156,8425,9761,10846,11784,7453.38
7.2160316,5.1645017,2.394824,2.1978853,0.8347285,3.7910445,0.9475433,1.7032801,6.3059735,2.2871375,3.2842948,2330,3217,3975,4981,5878,6777,7646,8625,9561,10711,7007.1104
1.7390289,3.536421,2.7527168,1.4423136,3.970684,0.3405721,4.9391127,5.21415,4.196879,2.1781614,3.0310037,2686,3712,4575,5881,6813,7731,8839,9779,10771,11894,7268.1
4.657937,8.903233,4.5464425,2.5458136,0.9470798,2.257923,4.909071,5.8605404,1.3299158,10.35177,4.630973,2212,2869,4025,5371,6621,7733,8733,9781,10912,12185,7044.2
7.098872,2.8200448,3.18998,3.185925,4.307587,2.6672056,3.3098667,8.066792,3.0964053,3.579281,4.1321955,2012,3191,3954,5528,6573,7488,8296,9131,10463,11399,6803.5
1.5038264,6.6706266,4.406529,6.7115297,2.2412271,1.7628338,5.7178574,1.4779319,5.6615314,2.1169963,3.8270888,2258,3136,4256,5064,5921,6927,7899,8889,10069,11277,6569.6
3.7639954,3.8706412,1.9622352,5.6877747,3.4026484,3.5709999,2.3769531,3.927627,5.301759,3.9458003,3.7810435,2312,3492,4398,5614,6533,7599,8579,9495,10881,11775,7067.8
1.1145647,1.7820033,1.524313,2.5860229,1.5021855,4.625653,6.4041758,1.592665,2.129426,4.90551,2.8166518,2750,3631,4627,5503,6457,7254,7910,9055,9886,10936,6800.9
3.0665777,0.7119653,9.890151,1.572815,4.857907,0.7589603,5.099642,2.233016,4.7152133,2.5049038,3.5411148,2201,3138,4087,5129,6111,7027,7919,9069,9809,10842,6533.2
1.9405941,2.707127,1.4052081,2.7564101,6.350906,0.79537714,2.7493691,2.1810293,2.4895983,4.978185,3.1189184,2452,3374,4088,5256,6041,7623,8760,9655,10379,11307,7582.85
4.525106,6.8454494,0.7352571,2.0846016,9.627201,2.705229,3.2291667,1.7730806,1.4958084,1.6359035,3.4656804,2106,3015,3835,4834,5940,7060,7806,8712,9946,11125,6437.9
8.014418,4.8821273,7.235904,5.164163,3.931839,3.9377306,5.6884823,7.025489,1.6984534,1.4955679,4.907418,1932,3214,4388,5636,6399,7427,8490,9447,10273,11343,6854.9
3.7752879,1.8137264,6.2538314,8.299199,2.85096,4.9136357,2.5249238,3.0387964,0.61518925,1.405409,3.5490959,2146,3178,4425,5456,6833,7932,8866,9852,10909,11988,7158.5
0.44847766,4.2352896,4.8999186,11.04774,3.3673396,7.2505927,6.692381,3.1119454,3.2924526,3.8650706,4.821121,2168,3198,4350,5504,6508,7616,8700,9915,10880,12079,7091.8
2.0789685,2.549486,1.72472,2.6892722,1.1485134,1.8387101,2.4178805,2.636969,1.6892937,6.996524,2.5770335,2568,4139,5397,6238,7175,8085,9311,10174,11304,12500,7689.1
3.832355,2.5047,0.9674834,2.9292,0.1252283,0.3278093,0.97397035,5.6613564,1.972737,3.398716,2.496291,2286,3286,4535,5695,6709,7533,8530,9407,10098,11274,7628.8296
1.3974042,6.428963,6.59495,3.077432,4.2391396,2.7748659,4.6734896,3.8555832,3.9283698,2.4482522,3.9418454,2259,3573,4499,5621,6497,7477,8840,9929,11065,12325,7208.5
0.8785004,4.7930255,4.118801,76.9987,1.938821,3.5221045,3.017812,2.1426718,1.33685,4.2617135,11.33099,2371,3314,4328,5260,6219,8090,9524,10671,11772,12916,8191.15
2.3995624,2.3115547,2.676469,1.5726643,0.91844213,5.364799,2.7343197,2.519672,0.5528672,2.330028,2.338038,2091,3054,4272,5406,6467,7607,8818,9892,10960,11931,7049.8
3.5715587,4.1115355,0.54810214,2.5607889,1.8923736,0.9234076,5.466946,1.6817994,1.7150577,3.4439745,2.5915542,2447,3572,4654,5670,6723,7772,8808,9699,10906,12270,7252.1
2.2737553,3.4302478,4.366427,0.97960144,1.1849732,2.9537227,5.5387464,4.1878214,6.0900292,1.8403311,3.2845657,2281,3198,4520,5568,6577,7711,8722,9654,10898,12110,7123.9
2.9687574,1.3780757,6.651654,3.076907,5.6723766,2.7467573,2.2591815,1.6979736,2.7488077,2.309806,3.4661326,2092,2988,3904,4923,6436,7569,8686,9921,11064,12091,7664.1396
3.2346785,2.82775,1.7045637,6.833629,2.103487,0.5354873,6.396991,2.3583608,2.0443022,2.6848323,3.0724082,2099,3123,3987,4840,5799,6868,8052,8957,10310,11518,6555.3
2.4794111,7.106645,4.565986,2.1755733,3.134552,1.2592493,6.138013,2.2762659,4.4282627,4.0858874,3.7649846,2391,3353,4257,5449,6736,8453,9537,10976,11856,12808,7581.6
3.7185137,3.5700834,4.727689,1.8256347,4.6956944,3.8439972,4.245991,5.533505,1.5799725,4.268379,4.181041,2180,3114,4351,5352,6136,7300,8568,9607,10976,11852,7637.96
4.946448,6.7676873,3.0524411,3.9545887,4.6067853,3.6963584,2.5529385,2.3988824,5.359767,1.9848499,3.9320748,2223,3234,4151,5040,5842,6851,7851,9099,10252,11294,6583.7
2.6786845,2.351132,6.745904,5.5137854,9.958285,1.3353533,3.6441572,1.887079,1.7734267,0.90305394,4.046994,2029,3025,3958,5074,6009,7113,7921,9137,10058,11181,7205.55
2.535652,2.2371795,3.5599806,1.7274384,0.38034022,2.205622,7.733922,1.7319815,2.0772548,2.5898468,2.6779218,2312,3561,4457,5600,6746,7916,9107,10259,11402,12398,7375.8
1.8501365,1.4615308,4.2300687,4.298016,4.878914,1.1126591,3.4856067,4.5296445,2.6034157,1.1394684,2.9589462,2246,3296,4508,5452,7055,8152,9103,10508,11507,12703,7453.0
3.7121625,4.9111753,1.8281194,5.7908907,1.6801422,4.092972,2.10609,5.5926185,3.47213,1.7522727,3.4938576,2391,3204,4129,5187,6404,7224,8450,9553,10575,11829,6894.6
4.123653,2.9445336,4.6121902,1.8241419,1.2021711,1.754505,3.4398534,0.22612157,0.9834656,1.1585919,2.2269228,2390,3391,4305,5227,6623,7488,8727,10132,11342,12736,7236.1
4.8112383,3.2917717,1.7908766,2.1131105,7.125405,2.1551337,1.7334536,2.0808306,5.6945186,1.1617416,3.1958082,2073,3131,4176,5479,6509,7530,8553,9874,10994,11979,7029.8
2.965273,3.3732326,3.3953204,4.4494095,1.740164,0.78114825,7.0194163,3.5786417,6.855686,6.3761063,4.4587836,2468,3138,4265,5165,6221,7535,8416,9669,10600,11735,7613.3203
2.563026,4.7967935,3.6209013,0.7619385,3.0066037,4.1723533,0.8313514,1.237844,4.875829,2.6137137,3.1328392,1927,3045,4071,5201,5850,6717,7769,9085,10589,11534,7236.6797
2.1681008,5.787491,4.2815714,1.2997186,5.8824387,4.173647,1.7248126,4.6740193,2.2270908,1.2365432,3.680098,3052,4462,5956,7195,8346,9383,10576,11495,12817,13771,9575.83
2.6380706,3.341827,3.8009882,1.4760498,3.165378,2.0682259,5.055403,1.4329082,5.153907,4.3750305,3.250779,2402,3609,4850,5890,6941,8086,9193,10406,11375,12424,7517.6
