1st accuracy,2ns accuracy,3rd accuracy,4th accuracy,5th accuracy,6th accuracy,7th accuracy,8th accuracy,9th accuracy,10th accuracy,Average accuracy,1st time,2ns time,3rd time,4th time,5th time,6th time,7th time,8th time,9th time,10th time,Average time
1.8420662,6.0102634,2.072147,3.2278051,6.811693,2.2781096,4.073304,2.0090506,2.3410375,3.1860888,3.7236717,2126,3214,4200,5217,6172,7231,8470,9537,10559,11381,7491.7705
7.2260756,5.2345295,4.2496886,1.5412605,7.2087765,0.9555421,3.6729157,6.217673,2.183795,2.177858,4.0668116,2283,3270,4141,5240,6374,8365,10009,11314,12235,13113,7634.4
2.6741061,2.921919,3.5550854,2.7666314,3.548142,7.3401694,5.0499573,1.605095,1.3683829,3.7881584,3.807941,2319,3637,4697,5815,6801,7930,9126,10371,11332,12660,8215.68
2.9113977,4.635223,5.830067,3.3267024,1.1331348,4.090617,2.0464587,1.3870292,5.428747,7.290025,4.188734,2086,2888,3499,4426,5969,6869,7782,9184,10108,10973,7016.2397
0.6748929,1.7883672,7.1683674,5.455519,2.613835,2.4946892,1.0219293,2.1380427,2.1017516,2.1061718,2.7563567,1944,3082,4098,5141,6327,7308,8381,9439,10401,11646,6776.7
6.9779882,4.8799667,6.511257,3.4980695,5.3454466,3.552754,4.3219533,3.53369,3.3214278,3.8034716,4.5746026,2488,3805,5058,6228,7114,7957,9098,9906,10935,12152,7474.1
3.5767965,3.863888,4.5918384,2.4600885,3.1004708,3.2252038,5.3818526,2.3509715,4.6943707,2.4384706,3.5683951,2499,4321,5650,6783,7830,9082,10047,11333,12523,13674,8374.2
2.0856986,4.427729,3.4701848,2.2838686,8.687303,2.285405,3.8274207,2.1858788,2.0748494,1.1143104,3.244265,2278,3112,4151,5210,5934,6952,7627,8750,9820,10654,7093.6797
3.546771,3.0414832,8.186744,6.31812,5.0442605,2.045726,2.4661527,2.1827133,4.8358097,4.2371073,4.1904883,2203,3020,4021,5006,6167,7092,7999,9032,10099,11631,6627.0
3.0916088,3.1962636,3.4549615,9.124365,4.8181114,1.1967639,1.7432867,1.8862107,1.6951605,2.60064,3.2807374,2753,3709,4807,6083,7451,8727,9723,10657,11785,12741,7843.6
5.016219,2.3941135,1.734525,4.4868364,4.4332023,2.683881,2.930593,2.5659463,3.0130868,2.91805,3.2176452,2237,3198,4011,4942,5799,6718,7742,8888,9860,10898,6429.3
6.768167,2.8951838,4.787086,1.5825219,2.073179,3.8442323,3.5196075,3.0932364,6.7715025,3.758663,3.909338,2564,3347,4542,5560,6787,7764,8757,9686,11078,11926,7201.1
1.6805859,2.165971,4.905566,4.5226626,7.633574,7.9295907,2.1912816,3.4381397,0.5719085,2.775116,3.7814395,2603,3583,4495,5492,6440,7444,8563,9559,10549,11678,7744.66
3.075749,4.9457684,2.0399623,0.714776,3.0339797,4.2918143,0.7264576,4.0063877,3.4395957,9.823382,3.6097875,2033,2823,4000,4948,5804,6598,7625,8558,9619,10515,6252.3
5.7631783,8.426247,3.684394,6.454115,2.810114,2.9308724,4.712185,4.821779,3.2709522,2.1542213,4.502805,2728,3513,4489,5625,7305,8495,9537,10247,11056,11819,7481.4
9.177727,2.4001398,1.3995855,3.3763309,2.7244387,2.4303858,1.9591986,3.839498,2.455805,4.111007,3.3874116,2758,3590,4402,5269,6372,7373,8676,9772,10803,11775,7079.0
2.3382893,2.4985557,5.325302,0.7118201,3.4731398,1.832603,1.444247,0.31166756,3.5071354,3.7073417,2.5150104,2125,3262,4317,5024,6189,7273,8608,9472,10521,11479,6827.0
10.061644,3.0500755,6.0175796,2.4009266,3.6455646,2.944136,2.3109045,5.817096,4.061105,3.9748504,4.8712273,2068,3309,4299,5236,6457,7322,8184,9188,10389,11419,7465.81
2.454596,0.7945565,2.6247742,3.993108,2.2807977,4.4938293,9.350743,9.170509,2.5733283,7.148929,4.4885173,2606,3807,5220,6354,7251,8240,9268,10199,11313,12258,8416.76
2.6320076,3.2546914,2.3013582,6.2282324,4.983894,5.413329,3.0891314,0.55696166,7.114848,9.250841,4.4825296,2024,2933,3866,4637,5547,6424,7551,8472,9584,10513,6155.1
3.1584594,7.2725644,0.42036855,1.1388166,5.2769203,5.089066,1.8103666,11.205633,5.992198,1.4422197,4.280661,2054,2928,4016,4978,5957,6700,7707,8441,9390,10544,6271.5
1.026401,4.0425296,3.011523,3.184737,1.0239229,0.28606048,2.1894655,7.458945,1.7230915,6.6450243,3.0591702,2316,3163,3753,4714,5828,6808,7821,8586,9623,10719,6333.1
1.9915807,1.0006602,1.7508211,3.0482647,5.095561,3.3559802,5.3643045,0.24042267,4.689261,3.781087,3.0317943,2378,3448,4372,5622,6710,8005,9109,10185,11005,12097,7293.1
6.948925,5.799847,3.1500115,5.1409945,1.3040091,1.9826014,5.6248636,4.624638,3.6233125,2.038562,4.0237765,2372,3364,4423,5595,6845,7875,8698,9869,10842,11766,7164.9
223.51733,5.3529935,2.8054216,5.6962204,8.087796,3.323307,6.8531356,4.068733,3.3986084,4.444793,26.754837,1201,2604,3469,4492,5326,6525,7366,8336,9357,10465,5914.1
5.2423983,2.4133184,3.9443486,5.287622,0.8986582,5.193217,4.7735376,4.993168,5.826485,2.8671105,4.558385,2060,3251,4202,5136,6075,7128,8033,9091,10373,11737,7379.46
1.3720334,4.6598687,3.5093422,3.150299,2.6328638,2.3067863,1.5306821,5.018738,2.1320846,5.6211205,3.1933818,2238,3023,3854,4718,6213,7381,8423,9537,10519,11506,6741.2
3.316204,3.8020718,4.9095926,2.6988273,3.9502528,0.20150436,1.9903677,1.196245,2.1666334,2.036992,2.6268692,2341,3164,4040,5070,6048,7053,8156,9083,10084,10994,6603.3
3.1117437,7.399315,2.6431396,0.5434983,2.9970906,2.088473,4.2520857,2.7137928,6.8541303,2.036154,3.4639428,1963,3298,4357,5570,6684,7720,8786,9954,11267,12454,7205.3
2.9590638,3.4347427,0.73926735,8.110606,3.2306385,6.8558927,1.3209833,2.73207,1.9293079,1.5870277,3.2899601,2203,3317,4390,5357,6300,7318,8519,10408,11361,12189,7136.2
8.494105,3.6621199,9.317337,0.37291378,1.2853508,4.6959424,5.718824,2.1694734,4.8854074,6.0764737,5.134574,1730,2612,3311,4274,5299,6193,7349,8705,9532,10646,6561.6104
1.183593,6.038355,2.603749,6.5315833,6.236436,3.5067282,7.0620847,5.0438294,12.738326,2.85586,5.380055,2407,3451,4698,5896,7059,8105,9091,9865,10720,11486,7277.8
3.6920984,2.5918221,0.74217397,2.7277484,2.7322404,4.8265247,5.072417,2.4595616,1.120143,5.1716576,3.1136389,2282,3544,4614,5688,6736,7752,8845,9868,10887,11958,7217.4
3.1392999,2.0414577,7.7275653,2.6094265,3.6184857,7.98735,4.2575502,7.911247,1.0879443,2.0693183,4.2449646,1864,2829,3734,4863,5914,6704,7806,8811,9774,10722,6302.1
1.1514354,4.6854677,8.500018,2.8906476,3.5997846,4.2434363,1.6454908,2.34052,4.1209917,8.127847,4.54362,2297,3253,4236,5359,6508,7840,8934,10152,11349,12414,7957.62
5.2408624,2.7382805,5.7107286,5.80745,6.211939,2.5281162,1.7235233,1.7736418,4.2539315,1.9201379,3.7908616,2349,3529,4382,5397,6230,7222,8117,9461,10538,11507,6873.2
8.287928,1.3836768,2.6995609,3.2447612,5.3969684,2.3671403,3.4836075,6.489489,2.7581205,1.1007068,3.7211964,2448,3856,4937,6001,7030,8333,9064,10096,11040,12174,7497.9
2.2306466,4.449762,1.3112369,3.5752208,1.4080034,5.842523,4.9061522,3.7847369,3.7394812,3.1700215,3.4417787,2737,3902,4778,5796,6861,7985,9028,10078,11106,11986,7425.7
4.6044602,4.5595117,2.8448675,2.8044686,4.5186987,2.2550106,3.2112486,3.1857188,5.115146,2.9468656,3.6045997,2475,3330,4083,5180,6190,7049,8184,9377,10246,11129,6724.3
1.0125625,3.3077526,4.548921,1.7979037,5.1412945,0.7771788,3.7501357,2.209978,2.3124626,1.75556,2.6613748,2224,3173,3953,4978,5746,6753,8007,9137,10007,11876,6585.4
2.830825,3.4528387,1.4396758,0.7336979,1.5337462,5.512699,2.973729,3.6784425,1.3446972,5.0342283,2.853458,3347,4604,5672,6787,7713,8833,9828,10735,12142,13119,8278.0
10.663455,4.5194287,3.0638194,1.545458,3.316127,3.9432132,6.2755547,5.249946,5.94114,3.5004716,5.2820477,1926,2752,3649,4687,5949,6860,8016,8921,9760,10779,6962.8896
3.1236923,9.879127,2.7422276,4.9072375,1.0864954,4.646902,0.45520473,2.5034199,5.4174304,3.47398,3.8235717,2369,3189,4524,5401,6221,7072,8121,9695,11080,12751,7042.3
5.465902,6.676396,3.6788049,1.2281307,2.9085047,3.897648,0.3011757,8.243952,0.9002016,7.480416,4.0781126,1996,2974,4184,5267,6143,7234,8101,9098,10290,11250,6653.7
0.36024603,5.18968,3.9096315,3.305764,0.4402089,3.5462277,4.156301,5.8368287,2.8085587,8.721007,3.8274455,2206,3211,4279,5203,6446,7396,8527,9613,10580,11616,6907.7
3.1964052,5.2174196,3.9188793,7.879653,3.5579298,3.530453,4.643576,4.8637285,6.578851,1.6198753,4.500677,2054,3207,4260,5468,6797,7835,8859,9698,10745,11764,7068.7
2.4417787,1.9865873,6.4535646,1.235835,1.751802,6.049754,5.8692765,2.728636,4.928764,4.5779324,4.1826324,2018,3182,4900,6058,7004,8105,9269,10520,11631,12500,8270.57
2.6602008,10.898366,2.5824158,1.1035596,6.568369,3.5029905,2.6885645,2.584268,1.7705796,4.196682,3.8555996,1911,2828,4385,5547,6705,7547,8555,9812,11052,12185,7052.7
1.6954191,9.1503935,5.18871,4.954765,7.029585,0.48921457,3.8032827,4.567866,2.7199686,3.7340293,4.3333235,2494,3445,4368,5994,6700,7762,8685,9846,10758,11811,7186.3
4.830713,7.353115,4.53776,4.1529346,4.265339,5.29138,2.7615068,1.6194494,4.0366025,2.316342,4.116514,2434,3337,4306,5168,6191,7105,7810,8717,9900,10805,6577.3
8.189551,5.7880955,3.653957,4.169376,1.2961158,4.740275,1.8351159,2.7449179,1.1127113,1.3687148,3.489883,2300,3300,4301,5290,6295,7534,8412,9501,10911,12075,6991.9
4.7056446,2.179809,5.7719636,0.7727633,3.8917177,6.550062,10.036089,3.679525,3.3843534,3.8440151,4.481594,2601,3450,4522,5457,6555,7510,8486,9585,10557,11602,7032.5
3.0747008,2.3916051,3.7691658,1.4633263,1.8815774,3.382749,1.1670113,3.7171192,1.5477157,4.757452,2.7152424,2142,3173,4267,5254,5996,6865,7867,9162,10256,11271,6625.3
4.524273,2.410674,3.7758956,1.0542587,1.3048954,5.1479955,1.5280852,2.3494475,4.389461,2.5920544,2.9077039,2267,3121,4152,5424,6331,7216,8356,9364,10717,11753,6870.1
5.2894616,4.0560617,6.725407,5.181984,3.26984,3.634939,4.448526,3.899413,4.5741115,4.0390983,4.963073,1858,2823,3612,4426,5376,6154,7093,8240,9234,10105,6481.31
3.6897583,1.1945478,2.4907696,2.7695289,2.2236333,2.0608563,2.9436884,2.331731,5.0499706,1.9862049,2.6740687,1898,2746,3806,4885,5890,7054,8316,9267,10226,11429,6551.7
3.2394543,0.61400354,1.6805948,2.5064633,4.1623135,1.5786138,2.3017662,1.6531508,1.8336331,4.4950485,2.4065042,2115,3616,4818,5990,7206,8715,9801,10804,11758,12715,7753.8
1.1695075,2.1299732,1.2284948,5.372745,4.8388963,1.7146733,5.7762055,5.9727354,2.5992134,6.758783,3.7561226,2400,3640,4724,5536,6284,7189,8267,9236,10284,11391,7584.6104
5.185787,2.195621,3.9219325,4.8438077,1.4303044,3.9472919,5.704569,6.8745885,3.4221368,2.6300783,4.0156116,2273,3105,4262,5402,6448,7692,8729,9697,10517,11407,6953.2
4.3572884,5.059002,1.2173303,2.0158832,5.9319963,0.89237326,7.3449244,2.6629615,6.3805313,8.058748,4.392104,1964,2864,4029,5118,6080,7130,7995,8943,9845,11080,6504.8
2.502257,2.0117166,3.5590253,4.0338573,6.7178874,7.648797,0.84005946,2.8384514,2.2302883,11.49204,4.387438,2358,3461,4346,5389,6662,7655,8741,9610,10623,11578,7042.3
1.3261539,1.5348761,2.7334719,3.2250667,3.2792947,1.1317973,3.212096,0.74765754,3.0319052,2.0161068,2.2238429,2487,3740,5485,6554,7677,9096,10287,11752,12913,14027,8401.8
2.020708,1.750658,2.5116618,7.614407,2.6292682,1.8683755,1.2274141,1.8839463,7.367694,3.648968,3.2523103,2155,3378,4411,5118,6232,7500,8520,9811,10879,11892,6989.6
5.2179627,1.8240154,0.97307557,6.2215962,2.666488,1.1923444,2.4465356,3.056388,2.121811,0.67145145,2.9030838,2336,3566,5034,6169,7582,8851,10230,11327,12273,13305,8874.029
3.7810447,0.6711555,5.0303454,3.430161,2.3174465,3.3844104,1.7611724,3.3916981,6.4375095,2.1024737,3.230742,2706,4114,5103,5784,6789,7772,8743,9378,10223,11240,7185.2
3.9502153,3.3629246,7.4093328,1.878309,8.005592,5.8542542,2.3040552,2.3395348,5.1447506,5.182618,4.5431585,2880,3917,4830,5766,6807,7878,8781,9638,10723,11504,7272.4
2.4477415,2.5770702,3.300389,5.991675,4.609804,1.3632191,4.112872,0.8155038,2.8459504,3.5949116,3.1659138,2584,3549,4675,5633,6716,7951,9061,10248,11284,12975,7467.6
2.8237977,4.278559,1.8246146,0.74651134,3.733928,3.4977653,3.8295891,2.2464354,3.3803465,5.17046,3.1532006,2254,3169,4080,5235,6083,7122,8013,9032,9754,10899,6564.1
2.763475,3.3293056,2.1476667,0.36376494,2.9548106,0.650595,0.73213404,5.0454664,5.681599,3.28598,2.6954796,2473,3638,4654,5804,6833,7868,8855,10350,11455,12774,7470.4
2.8758821,6.16784,1.886921,2.4491174,5.621165,4.0444145,2.9458816,1.5335264,2.0944936,3.336683,3.295592,2174,3354,4663,5906,7136,8228,9475,10668,11788,12822,7621.4
1.7176027,4.28542,3.6264696,2.089091,4.9243736,1.966721,1.7874585,2.8068957,5.6826277,3.5329578,3.2419617,2378,3267,4470,5363,6624,8090,9759,10884,12107,13125,7606.7
1.7465166,3.6349914,3.780001,5.7261944,8.533315,3.395015,1.9858699,5.1646523,7.976592,0.91638887,4.285954,2859,3831,5172,6266,7363,8433,9744,10689,11926,12940,7922.3
5.5587068,4.2457023,4.5634317,0.46921888,6.8629627,4.488738,2.332263,4.3784504,3.1038513,1.2247673,3.7228093,2289,3274,4352,5739,6945,8222,9207,10278,11525,12836,7466.7
7.5851097,4.2181544,6.359723,1.4199322,6.875676,1.0245445,4.2500567,7.7727056,3.629426,1.884171,4.9521446,2264,3047,4110,5130,6196,7394,8778,10085,11216,12314,7758.7397
6.249847,0.4207568,1.2060325,2.2950876,5.0945225,1.7903554,3.3906276,6.2576523,1.0538462,3.278661,3.103739,2215,3274,4266,5490,6595,7741,8659,10029,11379,12381,7202.9
2.276978,0.809196,2.6331394,0.8505864,4.564474,1.0494826,0.38927096,2.233711,1.6014855,3.4286263,1.9836953,2540,3504,4718,5883,6799,7930,9054,10258,11620,12563,7486.9
0.82405543,1.2282072,2.587723,2.460971,4.317533,6.2610555,1.2771021,1.6258783,2.1228614,2.8144956,2.5519881,2602,3633,4599,5948,10171,10934,11815,12736,13867,14754,9105.9
1.1220356,2.5378318,1.1506331,2.8044674,1.0415081,2.4224203,5.7270336,0.43189555,1.822618,3.6596107,2.2720056,2115,3157,4315,5623,6881,7743,8920,10049,11415,12764,7298.2
3.8137536,4.740202,3.550264,0.22692698,3.1574197,0.9920153,6.338514,2.448557,1.6449112,5.3445196,3.5482793,2213,3163,4232,5065,6295,7381,8830,10062,11081,12191,7756.4297
3.3812077,2.3503335,0.8048556,4.9637003,2.5658836,1.794572,6.045017,1.4723287,1.5575312,5.443959,3.0379386,2458,3817,4892,6143,7278,8433,9549,10720,12248,13469,7900.7
2.0459917,8.001967,2.2819386,2.4954343,2.395426,3.2179294,2.3883026,1.0881963,3.2736242,5.3902254,3.2579036,2373,3609,4734,5774,6703,7967,9271,10440,11435,12471,7477.7
1.7468172,2.4520745,5.299552,2.8500447,1.0912344,3.9711843,4.638714,2.1369982,4.4619093,0.8654935,2.9514022,3868,4980,6050,7220,8441,9338,10362,11458,12604,13787,8810.8
3.8071544,3.7353766,5.6167364,2.1626093,3.3314648,1.7343874,2.111163,2.3759823,1.4640585,5.233662,3.1572595,2811,4066,5254,5922,7568,9098,10268,11494,12531,13624,8263.6
2.5119283,2.884978,0.8668374,3.3037403,5.8293247,4.9510093,2.2692778,1.5087872,1.2082511,3.671744,2.9005878,2515,4296,5779,6674,7621,8575,9689,10765,11908,13260,8108.2
0.4666091,3.3132317,1.5143118,2.3941617,1.4535378,1.7697275,2.0164752,4.5501924,2.0282671,2.2993786,2.1805892,2999,4266,5214,6205,7334,8163,9261,10353,11517,12414,7772.6
1.8477936,7.876992,7.2423506,2.929491,2.375776,4.842503,3.4441602,9.963205,1.7729508,3.9086008,4.620382,2494,3745,4588,5527,6523,7468,8363,9478,10613,11714,7051.3
2.8288405,1.5452305,4.2527537,3.674634,1.9911722,1.3929176,4.049882,4.420508,3.6603987,3.486931,3.1303267,2776,3830,4914,6786,7903,8747,9833,10748,11704,12593,7983.4
7.624331,2.578716,1.3598439,4.9506645,4.848235,2.7480893,2.552751,3.9905233,2.9482062,1.4023535,3.850409,2267,3489,4550,5550,6556,7878,8856,9843,10853,12173,7921.65
0.9567617,4.5362945,0.88787854,7.1021185,6.375084,2.9316368,6.3816466,1.521405,2.0806339,0.48483542,3.6584125,2154,3189,3965,4751,5719,6711,7617,8607,9501,10490,6897.44
0.9567617,4.5362945,0.88787854,7.1021185,6.375084,2.9316368,6.3816466,1.521405,2.0806339,0.48483542,3.6584125,2154,3189,3965,4751,5719,6711,7617,8607,9501,10490,6897.44
2.940079,1.8830912,2.7554069,4.3449473,2.580222,1.8579665,3.9226105,1.6828403,1.5310745,5.8867545,2.9384995,2179,3404,4476,5316,6354,7689,8720,9622,10398,11267,6942.5
5.5366535,0.6489759,1.7801046,7.4545135,2.9178796,4.734797,2.5608277,7.6225166,7.8644447,2.6904063,4.8192234,2104,3243,4343,5404,6397,7332,8309,9416,10529,11304,7521.91
4.689994,5.893422,2.4812348,5.9896283,5.1044755,6.403228,7.229469,3.7460043,4.6380744,1.3424493,5.2269773,2533,3986,4937,5917,6942,8058,9156,10208,11339,12079,8267.05
5.8800406,1.4390019,3.2258556,2.0416427,3.3709147,4.2082553,5.9764395,3.5375228,4.730709,5.1610513,4.352858,2392,3253,4255,5309,6395,7412,8248,9251,10430,11396,7517.5103
1.0247151,2.5701106,0.5461515,1.437029,1.9746561,5.5647864,3.0624807,7.3666277,0.5401417,1.0446103,2.5131311,2659,3587,4613,5702,6677,7733,8794,9705,10862,11997,7232.9
5.21571,0.70006746,1.2566057,3.5160363,2.488891,1.7270848,1.6338751,4.918682,3.4151282,3.0280418,2.7900124,2872,4527,5533,6973,8254,9899,11630,12578,13822,14963,9105.1
4.040895,3.1460357,3.5877817,1.0872583,2.718572,5.2200837,2.9467847,1.4926012,5.538056,7.1902523,3.6968322,2675,3799,5021,6114,7524,8492,9487,10587,11543,12344,7758.6
1.4117063,2.1615205,6.91042,3.7433395,3.5130002,3.671,2.6169176,5.025985,4.1429663,8.702815,4.189967,2397,3503,4510,5502,6326,7255,8307,9548,10486,11522,7629.16
4.897733,1.8109636,1.4489429,5.3662534,3.3563044,3.1376076,3.7783506,2.4037497,8.099053,2.9965477,3.7295506,2191,3218,4528,5597,6613,8103,8798,9969,11019,12235,7227.1
3.3948486,2.6883295,1.6678218,3.1782892,2.6808898,2.048603,2.7861404,3.3385246,2.2076063,4.5143642,3.1355958,2417,3660,4673,5749,6849,8364,9438,10763,12445,13551,8569.99
8.7707,7.461023,1.0763998,4.250794,2.2860997,3.8410504,6.3426695,3.8502383,3.1659055,1.5946091,4.2639494,2513,3786,4982,6401,8284,9307,10398,11415,12342,13281,8270.9
3.1083052,1.033723,1.3544575,4.086091,5.974284,0.69405955,2.680979,2.2812696,5.3610373,1.5992789,2.8173487,2435,3345,4545,5401,6339,7334,8365,9277,10402,11473,6891.6
1.8656453,2.6732714,2.416455,3.664643,3.3058052,2.0719872,7.0896287,4.7882705,9.723376,3.499402,4.1098485,3866,4919,5881,6834,8460,9516,10945,12023,13440,14483,9036.7
2.1437464,0.5612169,4.719553,11.566419,4.062126,4.531277,3.088774,3.707387,2.8076513,2.99548,4.4201994,2353,3515,4553,5633,6700,7865,8851,9735,11275,12305,8006.35
2.1953602,1.6636451,1.6328431,5.4749928,4.0017204,0.7391036,0.69140846,5.1655717,3.4271374,4.6367745,3.2591412,2523,3559,4192,5346,6877,7928,8941,10132,11024,12099,7988.31
0.86570036,1.7879952,3.5636837,1.2701813,3.7967055,2.1526299,4.492178,1.2492297,2.7502542,1.9194278,2.3847985,2506,3685,4755,5779,6722,7853,8919,10340,11689,13023,7527.1
3.8432755,2.6081724,2.3709626,6.6677427,3.4096954,1.1236228,1.1373292,4.760552,2.2779233,3.9152849,3.5326016,2566,3517,4584,5783,6849,8148,9156,10422,11805,12747,8313.471
2.5680797,3.6782885,1.5886632,3.985658,2.8572042,2.3392413,2.5085804,2.4858851,2.8482695,3.7730184,3.1496177,2061,2947,4048,5238,6349,7282,8436,9503,10394,11423,7444.91
1.4744743,0.707867,1.4159453,5.9072795,9.137793,2.3813899,4.862984,3.2698283,5.248489,3.8727996,4.2106733,2632,3734,5439,7102,8727,9803,11018,12008,13253,14395,9692.21
5.5210633,2.769764,5.72656,1.0488738,3.67966,4.889703,1.4553616,2.7354715,2.0271888,7.346658,3.7200305,3152,4336,5860,6952,8335,9596,10862,12060,13151,13997,8830.1
3.8012474,0.63534784,4.4076953,1.5106753,0.32070792,6.254955,2.894581,2.8861144,7.6423054,4.9166465,3.5270276,3422,4294,5481,6461,7651,8547,9533,10502,11697,12777,8036.5
3.1508963,0.411369,1.6301007,5.3323865,4.075621,5.3502107,1.6769252,2.9809573,2.110028,1.9637225,2.8682218,2331,3351,4301,5254,6474,7678,8827,10076,11411,12371,7207.4
6.0379014,5.5954394,1.7577474,2.8333485,4.0167165,0.93962264,3.4516332,2.949641,0.88100666,1.3907477,2.9853804,2214,3658,4816,6087,7015,8214,9580,10680,11815,13651,7773.0
3.2607663,4.2230377,12.335933,2.8586514,4.119955,1.5855181,6.708039,3.6560657,4.4304566,6.1851234,5.4299903,2126,3140,4244,5446,6383,7556,8543,9945,11024,12124,7758.41
3.1298246,2.3234353,2.8096979,4.0797625,1.9279159,4.999768,2.7656982,5.2000895,0.30999938,0.9849106,3.1384213,2411,3571,4777,5980,7435,8595,9592,10839,12170,13105,8632.25
6.267438,6.645617,1.7122041,4.334406,1.55084,2.0411487,3.6033146,3.32498,2.6177824,4.091744,3.6189475,2644,3772,4920,6002,6855,7815,8753,9712,10534,11636,7264.3
1.6078641,4.79616,1.527687,4.682834,2.1103418,3.0460951,1.3910912,1.4767811,5.1231227,2.9744308,3.1610048,2553,3375,4330,5390,6226,7586,8624,9755,10849,11744,7747.5205
5.448264,0.5613654,1.8407031,2.8884838,4.045265,3.6506388,2.5746744,1.2997394,0.9653367,0.40184346,2.6043947,2531,3930,4950,6005,7100,8055,8923,9791,10998,11949,8165.5205
1.9703078,0.8703454,4.941053,3.102829,7.191041,1.5233388,7.3414803,1.7245029,10.268281,0.5559359,3.9489112,2022,3042,4916,6117,7059,8289,9025,10451,11499,12539,7495.9
6.4867883,2.291835,1.926959,2.7274408,3.0765793,0.49916872,2.3994803,4.047337,7.0878925,5.4915733,3.9638562,2856,4016,4958,6046,7484,8835,10134,11044,12216,13333,8901.42
3.3743548,5.363645,2.3528633,2.3043714,3.260899,5.4664383,0.9865184,2.0210488,1.1573787,1.2556498,2.7543168,3681,4612,6294,7724,8746,10129,11274,12366,13802,15038,9366.6
2.1740282,1.306705,1.2556394,0.46800476,3.493413,2.9002018,5.324384,1.8995458,4.07682,4.7695656,2.766831,2718,3729,5054,6329,7513,8692,10509,11606,12617,13896,8266.3
439.6601,3.8222587,2.6075737,5.9783993,2.978099,3.841933,2.9333808,0.9728913,2.5809495,6.487106,51.904896,1074,2079,3244,4352,5585,7419,8814,10136,11481,12517,7337.1104
1.2303947,1.4541048,0.5822052,1.4850055,1.9520823,7.9288187,1.9382328,7.1740246,4.3332715,3.107441,3.118558,2723,3754,4855,5835,6967,8151,9241,10296,11330,12313,8301.15
1.4086776,2.172388,2.2893882,7.1064725,4.6813745,2.9509492,4.375957,3.636228,7.956852,3.0434096,4.358387,2963,4101,5165,6254,7350,8163,9793,11648,12931,13615,9018.13
6.7563405,3.4064624,1.3467218,3.7946422,3.0473096,4.9431424,1.6841571,4.475838,6.879331,3.016303,3.9350247,2783,4091,5150,6534,8120,9400,10124,11281,12392,13326,8320.1
2.8516445,0.6295361,4.6158247,3.9585702,2.8361094,4.3617992,5.181514,2.4898212,5.9387097,4.4197445,4.1011605,2676,3978,5385,6611,7737,9226,10630,11690,12791,14123,9333.17
2.137752,5.4689045,2.4261727,2.083481,6.898582,2.4582627,0.6107299,5.5794535,5.3882895,3.4347427,4.013501,3086,4559,5777,6832,8109,9070,10450,11411,12571,13699,9412.04
4.247933,0.55355835,2.384525,4.405994,2.911531,5.0223937,4.882995,3.9121187,0.49964616,6.138596,3.4959292,3081,4079,5271,6471,7764,8839,10138,11131,12048,13261,8208.3
2.3176756,3.259258,2.386765,1.8150136,1.9593942,4.356361,1.7272463,6.9435916,3.4429846,4.261533,3.246982,2200,3550,4749,5787,6887,8106,9383,10888,12666,13890,7810.6
5.6590757,0.94452614,4.972111,8.283345,1.5786159,3.9855268,4.268672,2.6947198,6.5397835,2.0228248,4.09492,3480,4473,5555,6481,7037,8069,9073,10210,11017,11842,7723.7
1.8537325,4.7511077,6.049123,3.0387776,14.773248,5.073445,6.635385,3.9672987,5.4913616,6.2633996,5.7896876,2451,3346,4323,5229,6209,7101,8002,9029,10085,11057,6683.2
4.002428,4.5201297,2.3090665,4.753294,3.9003778,3.600015,1.1495055,3.4208205,2.5628965,3.8460617,3.7471054,2961,4315,5717,6924,8487,9856,11043,12525,13745,14933,9955.66
3.074095,3.24016,5.0213785,5.837546,2.979347,3.7526453,5.091559,4.2723365,3.829895,3.6223836,4.0721345,2887,3996,5073,6235,7811,9167,10586,12256,13512,14587,8611.0
4.8301873,1.2512374,1.2818764,2.3792775,8.608543,3.3796432,3.613906,3.1230557,1.433719,3.5999713,3.3501415,2714,3852,5157,6749,8020,9488,10916,12503,13266,14364,8702.9
4.5013394,2.7234316,10.557902,1.2479991,1.1483072,6.096912,1.2373071,2.6974392,3.6958346,4.269984,4.1994104,2686,3808,4844,5838,7175,8270,9572,10910,12010,13375,8633.68
5.4362726,1.6645473,2.5332832,5.989093,3.2051215,2.149045,2.8428068,1.732036,1.676362,7.567059,3.4795628,2358,3439,4564,5652,6688,7802,8839,9873,10998,12250,7246.3
5.6312165,3.800177,5.5003743,3.0371394,3.7213748,4.4844184,0.48657894,3.4409142,1.9059631,2.9212787,3.8422382,2256,3407,4824,5935,7204,8060,9213,10367,11537,12899,8327.221
3.683798,3.8354547,5.399661,5.814732,2.52455,3.0779696,5.005716,1.1953034,2.6125767,4.4446244,3.7594388,2230,3606,4839,6340,7558,8727,10025,11317,12690,13928,8126.0
5.7131276,5.9469943,5.583113,3.078195,3.355356,3.0335593,1.6237257,1.761185,3.5056791,4.548461,3.81494,2447,3564,4557,5939,7251,8531,9746,11043,11989,12984,7805.1
5.943715,4.577081,3.9891992,3.8428879,0.85971063,5.748428,2.8072417,3.8186183,4.8815436,1.8857387,3.8354163,2211,3639,4830,5959,7246,8503,9981,11185,12367,13659,7958.0
